Species Name,Taxonomy ID,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Acinetobacter baumannii,470,,,,,,,,,,0.869915406162465,0.8642190476190477,0.8457357983193277,0.8945935014005603,0.9089965266106443,0.950816806722689,0.9665009523809525,0.9733602240896359,0.9768833613445379,0.9798699159663865,0.9823058823529411,0.9829521568627451
Acinetobacter calcoaceticus,471,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Acinetobacter haemolyticus,29430,,,,,,,,,,,,,,,,,,0.495,0.5599999999999999,0.6499999999999999,0.6499999999999999
Acinetobacter johnsonii,40214,,,,,,,,,,,,,,,,,,0.495,0.5,0.62,0.6166666666666667
Acinetobacter junii,40215,,,,,,,,,,,,,,,,,,,0.55,0.6025,0.6025
Acinetobacter nosocomialis,106654,,,,,,,,,,,,,,,,,0.12,0.10833333333333334,0.14375,0.20875000000000002,0.24625
Acinetobacter pittii,48296,,,,,,,,,,,,,0.4595833333333333,0.42124999999999996,0.29583333333333334,0.24041666666666667,0.19166666666666668,0.3323333333333333,0.42633333333333334,0.6176666666666667,0.6103333333333334
Acinetobacter radioresistens,40216,,,,,,,,,,,,,,,,,,,,0.6,0.6
Acinetobacter schindleri,108981,,,,,,,,,,,,,,,,,,,0.56,0.525,0.525
Acinetobacter wuhouensis,1879050,,,,,,,,,,,,,,,,,,,,0.4,0.4
Actinobacillus pleuropneumoniae,715,,,,,,,,,0.89375,0.9383333333333332,0.9313333333333332,0.9253333333333333,0.9196666666666665,0.9176666666666666,0.9099999999999999,0.893,0.9079999999999998,0.9030000000000001,0.9103333333333332,0.9326666666666666,0.9326666666666666
Actinobacillus suis,716,,,,,,,,,,,,,,,,0.78,0.7,0.67,0.59,0.41,0.41
Actinosynnema pretiosum,42197,,,,,,,,,,,,,,,,,,,0.06,0.04,0.035
Aerococcus urinae,1376,,,,,,,,,,,,,0.45,0.45,0.44,0.41,0.39,0.33499999999999996,0.315,0.265,0.26
Aerococcus urinaeequi,51665,,,,,,,,,,,,,,,,,,0.6950000000000001,0.69,0.665,0.66
Aeromonas caviae,648,,,,,,,,,,,,,,,,,,,,0.3566666666666667,0.43
Aeromonas hydrophila,644,,,,,,,,0.7094583333333333,0.6519583333333332,0.605125,0.5919166666666666,0.5688333333333333,0.5021249999999999,0.4620416666666667,0.6829,0.8085666666666667,0.8978666666666666,0.9072333333333333,0.8914666666666665,0.8893666666666666,0.8910333333333333
Aeromonas salmonicida,645,,,,,,,,,0.8337500000000001,0.8075,0.8025,0.7979166666666666,0.7604166666666666,0.7395833333333334,0.6,0.5033333333333333,0.33958333333333335,0.26916666666666667,0.8643333333333333,0.857,0.8453333333333333
Aeromonas veronii,654,,,,,,,,,,,,,0.5855555555555555,0.5477777777777778,0.43277777777777776,0.3344444444444445,0.20444444444444443,0.46458333333333335,0.5987500000000001,0.6904166666666667,0.6820833333333334
Aggregatibacter actinomycetemcomitans,714,,,,,,,,,,,,,,,,0.67,0.6016666666666666,0.9425,0.9400000000000001,0.9149999999999999,0.9149999999999999
Aggregatibacter aphrophilus,732,,,,,,,,,,,0.88,0.865,0.835,0.8300000000000001,0.815,0.79,0.8166666666666668,0.7677777777777778,0.7588888888888888,0.8711111111111111,0.8711111111111111
Agrobacterium fabrum,1176649,,,,,,,,,0.74,0.7150000000000001,0.7,0.69,0.6699999999999999,0.665,0.61,0.515,0.475,0.4,0.355,0.48,0.48
Agrobacterium tumefaciens,358,,,,,,,,,,,0.01,0.01,0.005,0.005,0.005,0.005,0.43750000000000006,0.5125,0.47750000000000004,0.6936,0.6928000000000001
Akkermansia muciniphila,239935,,,,,,,,,,0.8430833333333333,0.838875,0.8345416666666667,0.8177916666666667,0.8092916666666667,0.7830416666666666,0.7611666666666665,0.7203333333333334,0.6889583333333333,0.7794,0.9367666666666666,0.98275
Alcaligenes faecalis,511,,,,,,,,,,,,,,,,,0.4325,0.39749999999999996,0.6833333333333332,0.8288888888888888,0.8227777777777777
Alicyclobacillus acidocaldarius,405212,,,,,,,,,,,0.32,0.31,0.28,0.265,0.24,0.195,0.18,0.175,0.175,0.16499999999999998,0.16
Aliivibrio salmonicida,40269,,,,,,,,,,0.96,0.96,0.96,0.95,0.95,0.95,0.94,0.92,0.88,0.86,0.815,0.815
Alteromonas macleodii,28108,,,,,,,,,,,,,,0.8179166666666667,0.76125,0.7575,0.7370833333333334,0.7758333333333334,0.76625,0.77,0.7683333333333333
Alteromonas mediterranea,314275,,,,,,,,,,,,,,0.708,0.8997222222222222,0.8990555555555555,0.8916666666666666,0.9542222222222222,0.9542222222222222,0.9483333333333333,0.9483333333333333
Alteromonas stellipolaris,233316,,,,,,,,,,,,,,,,,0.89,0.9550000000000001,0.9516666666666667,0.9516666666666667,0.9516666666666667
Aminobacter sp. MSH1,374606,,,,,,,,,,,,,,,,,,,,0.37,0.37
Amycolatopsis mediterranei,33910,,,,,,,,,,,,0.91,0.9325000000000001,0.9924999999999999,0.985,0.925,0.88,0.86,0.8275,0.8025,0.7974999999999999
Anaeromyxobacter dehalogenans,161493,,,,,,,,0.45,0.35,0.15,0.19,0.165,0.14500000000000002,0.13,0.08,0.07,0.05,0.035,0.03,0.015,0.015
Anaplasma marginale,770,,,,,,0.99,0.99,0.99,0.99,0.99,0.895,0.895,0.895,0.895,0.895,0.885,0.88,0.88,0.88,0.87,0.87
Anaplasma phagocytophilum,948,,,,,,,,0.995,0.99,0.975,0.975,0.975,0.97,0.965,0.9816666666666666,0.9783333333333334,0.965,0.9783333333333334,0.9700000000000001,0.9666666666666667,0.9666666666666667
Anoxybacillus flavithermus,33934,,,,,,,,,,0.47,0.44,0.44,0.43,0.42,0.41,0.37,0.34,0.3,0.295,0.27,0.195
Arcanobacterium haemolyticum,28264,,,,,,,,,,,,1.0,0.99,0.99,0.98,0.98,0.96,0.94,0.94,0.89,0.885
Arcobacter butzleri,28197,,,,,,,,,0.86,0.77,0.705,0.685,0.5325,0.5125,0.62,0.5525,0.4575,0.35250000000000004,0.5175000000000001,0.43,0.4325
Arcobacter cryaerophilus,28198,,,,,,,,,,,,,,,,,,,,0.01,0.01
Arcobacter skirrowii,28200,,,,,,,,,,,,,,,,,,,,0.2,0.2
Arthrobacter alpinus,656366,,,,,,,,,,,,,,,,,0.016666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
Asticcacaulis excentricus,78587,,,,,,,,,,,,0.3,0.26,0.25,0.24,0.19,0.14,0.09,0.08,0.08499999999999999,0.08499999999999999
Azoarcus communis,41977,,,,,,,,,,,,,,,,,,,,0.12,0.12
Azospirillum brasilense,192,,,,,,,,,,,,,,,,0.2,0.16,0.12000000000000001,0.12,0.09,0.09
Azospirillum lipoferum,193,,,,,,,,,,,,0.2,0.14,0.115,0.08499999999999999,0.065,0.045,0.045,0.035,0.015,0.015
Azotobacter chroococcum,353,,,,,,,,,,,,,,,,,0.26,0.2,0.14500000000000002,0.135,0.135
Azotobacter vinelandii,354,,,,,,,,,,,0.755,0.745,0.6950000000000001,0.625,0.7566666666666667,0.6633333333333332,0.6,0.5533333333333333,0.5233333333333333,0.48,0.4766666666666666
Bacillus altitudinis,293387,,,,,,,,,,,,,,,,,0.16666666666666666,0.02666666666666667,0.036666666666666674,0.08333333333333333,0.07
Bacillus amyloliquefaciens,1390,,,,,,,,,,,,0.3539444444444444,0.7092444444444445,0.4319333333333333,0.5646666666666667,0.4226444444444445,0.21488888888888885,0.3240222222222222,0.16913333333333333,0.1353111111111111,0.14566666666666667
Bacillus anthracis,1392,,,,,0.9664119560994561,0.9756146076146077,0.9148156565656566,0.8569570707070706,0.8557348484848484,0.40908935508935507,0.7067595182595182,0.6093333333333333,0.4968504273504273,0.4584496891996891,0.44612975912975916,0.7421839549339551,0.9466447163947164,0.9710998445998446,0.9380229215229215,0.9422175602175603,0.9411406371406372
Bacillus atrophaeus,1452,,,,,,,,,,,,0.82,0.78,0.72,0.7,0.68,0.65,0.6,0.51,0.5125,0.545
Bacillus cellulasensis,1049581,,,,,,,,,,,,,,,,,0.33,0.4466666666666667,0.37333333333333335,0.3166666666666667,0.31333333333333335
Bacillus cereus,1396,,,,,,0.33006655844155847,0.5043847402597403,0.48448538961038956,0.4663701298701298,0.8508587662337662,0.7478555194805194,0.7551753246753247,0.7472175324675325,0.543771103896104,0.4478149350649351,0.34056493506493507,0.2991168831168831,0.2941038961038961,0.41350162337662333,0.4026493506493507,0.40091883116883115
Bacillus circulans,1397,,,,,,,,,,,,,,,,,,,,0.635,0.635
Bacillus clausii,79880,,,,,,0.81,0.81,0.78,0.76,0.75,0.74,0.67,0.66,0.65,0.63,0.62,0.74,0.75,0.64,0.62,0.6174999999999999
Bacillus coagulans,1398,,,,,,,,,,,,,0.8966666666666666,0.895,0.8916666666666667,0.875,0.93375,0.930625,0.92625,0.941875,0.949375
Bacillus cytotoxicus,580165,,,,,,,,,0.8755555555555556,0.8011111111111111,0.7774999999999999,0.7625000000000001,0.7374999999999999,0.6811111111111111,0.6522222222222223,0.6122222222222222,0.4988888888888889,0.4711111111111111,0.4583333333333333,0.9041666666666668,0.9029166666666667
Bacillus glycinifermentans,1664069,,,,,,,,,,,,,,,,,,0.52,0.405,0.3775,0.4575
Bacillus licheniformis,1402,,,,,,0.9219285714285714,0.9195,0.9184285714285715,0.9262857142857144,0.9185428571428572,0.9157714285714285,0.912142857142857,0.9037428571428572,0.8949428571428572,0.8710857142857144,0.8527142857142858,0.7353142857142857,0.7294285714285714,0.9510571428571428,0.9484285714285715,0.9508571428571428
Bacillus megaterium,1404,,,,,,,,,,,,0.7616666666666666,0.8583333333333334,0.8391666666666666,0.8212499999999999,0.7970833333333334,0.8575,0.83125,0.8470833333333334,0.8895833333333334,0.89
Bacillus mycoides,1405,,,,,,,,,0.49,0.39,0.3,0.27,0.23,0.19,0.17,0.27,0.155,0.13833333333333334,0.15666666666666668,0.15666666666666668,0.15833333333333333
Bacillus paralicheniformis,1648923,,,,,,,,,,,,,,,0.6325,0.61125,0.8775,0.71125,0.39699999999999996,0.511,0.487
Bacillus pumilus,1408,,,,,,,,,,,,,,,,0.2477777777777778,0.07,0.6825,0.5979166666666667,0.6216666666666667,0.6620833333333334
Bacillus safensis,561879,,,,,,,,,,,,,,,,,,0.095,0.7200000000000001,0.6977777777777777,0.6877777777777778
Bacillus subtilis,1423,,,,,,,,,,,0.832208865914787,0.8661040883458646,0.8828232581453633,0.8977635087719298,0.9022704511278196,0.9208928696741854,0.9186069298245615,0.9330060275689224,0.9350330576441103,0.936920275689223,0.9403168295739348
Bacillus thuringiensis,1428,,,,,,0.028277777777777777,0.019702380952380954,0.1257777777777778,0.11464761904761904,0.024173015873015874,0.005552380952380953,0.02060793650793651,0.12763650793650796,0.47886349206349205,0.6253,0.716152380952381,0.7030460317460318,0.6707698412698412,0.5731333333333334,0.5654460317460317,0.5650968253968254
Bacillus vallismortis,72361,,,,,,,,,,,,,,,,,,,0.0,0.06,0.10999999999999999
Bacillus velezensis,492670,,,,,,,,,0.8982559523809523,0.8865595238095239,0.876047619047619,0.8174464285714285,0.34101785714285715,0.6910809523809525,0.5373809523809523,0.7052809523809523,0.9159238095238095,0.8377904761904762,0.9698761904761906,0.9794047619047619,0.9789999999999999
Bacteroides fragilis,817,,,,,,0.8833333333333333,0.9116666666666666,0.91,0.91,0.9050000000000001,0.9033333333333333,0.8516666666666667,0.8491666666666667,0.845,0.8404166666666667,0.8395833333333333,0.8695833333333334,0.8720833333333333,0.8633333333333334,0.8658333333333335,0.8658333333333335
Bacteroides ovatus,28116,,,,,,,,,,,,,,,,,0.89,0.875,0.875,0.84,0.84
Bacteroides thetaiotaomicron,818,,,,,0.85,0.84,0.84,0.84,0.83,0.83,0.82,0.82,0.82,0.82,0.81,0.8,0.78,0.77,0.78,0.77,0.77
Bartonella apis,1686310,,,,,,,,,,,,,,,,,,,0.6375,0.63,0.6275
Bartonella bacilliformis,774,,,,,,,,,0.96,0.93,0.92,0.92,0.9,0.89,0.88,0.85,0.82,0.79,0.75,0.73,0.725
Bartonella henselae,38323,,,,,,0.995,0.99,0.99,0.9675,0.95,0.9325,0.925,0.91,0.8975,0.8925000000000001,0.9499999999999998,0.9483333333333333,0.9333333333333332,0.9499999999999998,0.9383333333333335,0.9383333333333335
Bartonella quintana,803,,,,,,1.0,1.0,1.0,1.0,0.99,0.99,0.99,0.97,0.97,0.95,0.86,0.77,0.73,0.7,0.75,0.75
Bartonella vinsonii,33047,,,,,,,,,,,,,,,0.52,0.44,0.36,0.38,0.31,0.24,0.245
Bdellovibrio bacteriovorus,959,,,,,,0.35,0.3375,0.32,0.29500000000000004,0.2675,0.2575,0.25,0.225,0.2816666666666667,0.2583333333333333,0.32,0.28,0.26333333333333336,0.32,0.2916666666666667,0.28833333333333333
Beggiatoa leptomitoformis,288004,,,,,,,,,,,,,,,,,0.88,0.86,0.85,0.875,0.875
Bibersteinia trehalosi,47735,,,,,,,,,,,,,,,0.8099999999999999,0.9400000000000001,0.9275,0.9249999999999999,0.9025000000000001,0.895,0.8925000000000001
Bifidobacterium adolescentis,1680,,,,,,,,0.7216666666666667,0.7133333333333334,0.64,0.635,0.6083333333333334,0.5883333333333334,0.5700000000000001,0.5266666666666666,0.5466666666666667,0.5922222222222222,0.568888888888889,0.5372222222222223,0.7311111111111112,0.7311111111111112
Bifidobacterium animalis,28025,,,,,,,,,,,0.9110142857142858,0.963295238095238,0.9614142857142858,0.9818428571428571,0.9816571428571429,0.9716095238095239,0.9707714285714285,0.9686190476190475,0.9796047619047619,0.9869857142857142,0.9876523809523811
Bifidobacterium asteroides,1684,,,,,,,,,,,,,,0.92,0.89,0.87,0.85,0.82,0.7949999999999999,0.745,0.745
Bifidobacterium bifidum,1681,,,,,,,,,,,,0.7816666666666666,0.74125,0.84875,0.8241666666666667,0.7437499999999999,0.8295833333333333,0.8033333333333335,0.9029166666666667,0.9329166666666666,0.9329166666666666
Bifidobacterium breve,1685,,,,,,,,,,,,,0.6159666666666667,0.6116333333333334,0.6013166666666667,0.8238166666666666,0.8407666666666668,0.8324333333333334,0.9539666666666665,0.94855,0.94855
Bifidobacterium dentium,1689,,,,,,,,,,,,0.93,0.91,0.86,0.84,0.76,0.88,0.84,0.84,0.7050000000000001,0.7025
Bifidobacterium kashiwanohense,630129,,,,,,,,,,,,,,,,0.44,0.095,0.095,0.08499999999999999,0.045,0.045
Bifidobacterium longum,216816,,,,,,,0.7664583333333334,0.7266666666666667,0.7120833333333333,0.8356666666666666,0.8320000000000001,0.8888333333333331,0.9406666666666667,0.9388333333333334,0.9359999999999999,0.9256666666666666,0.9301666666666668,0.9313333333333332,0.8865000000000001,0.8943333333333333,0.8948333333333334
Bifidobacterium pseudocatenulatum,28026,,,,,,,,,,,,,,,,,0.33,0.31,0.29,0.315,0.315
Bifidobacterium pseudolongum,1694,,,,,,,,,,,,,,,,0.305,0.245,0.235,0.39666666666666667,0.36000000000000004,0.35000000000000003
Blastochloris viridis,1079,,,,,,,,,,,,,,,,,0.57,0.3825,0.3725,0.32,0.3125
Blattabacterium cuenoti,1653831,,,,,,,,,,,,,,,0.225,0.185,0.13,0.16,0.14,0.15,0.14666666666666667
Blattabacterium punctulatus,164514,,,,,,,,,,,,,0.25999999999999995,0.235,0.22583333333333333,0.19666666666666666,0.13833333333333334,0.09666666666666668,0.085,0.7981250000000001,0.7975000000000001
Bordetella avium,521,,,,,,,,0.92,0.91,0.91,0.91,0.9,0.88,0.85,0.75,0.64,0.56,0.52,0.54,0.48,0.5425
Bordetella bronchialis,463025,,,,,,,,,,,,,,,,,,0.23,0.225,0.20500000000000002,0.185
Bordetella bronchiseptica,518,,,,,0.6231249999999999,0.6179166666666667,0.6002083333333335,0.5702083333333333,0.5158333333333334,0.46291666666666664,0.4585416666666667,0.4395833333333333,0.234375,0.6523333333333333,0.6221666666666666,0.4176666666666667,0.2001666666666667,0.175,0.17166666666666666,0.24083333333333332,0.2128333333333333
Bordetella hinzii,103855,,,,,,,,,,,,,,,,,0.6375,0.4675,0.47500000000000003,0.5866666666666666,0.75
Bordetella holmesii,35814,,,,,,,,,,,,,,,,0.7953333333333333,0.7221666666666666,0.8585,0.8578333333333333,0.9418333333333333,0.9418333333333333
Bordetella parapertussis,519,,,,,0.5375,0.5375,0.5304166666666666,0.51125,0.4814583333333333,0.45625000000000004,0.45625000000000004,0.44125000000000003,0.23083333333333333,0.13375,0.11895833333333333,0.026875,0.01979166666666667,0.032499999999999994,0.032,0.07833333333333332,0.12733333333333335
Bordetella pertussis,520,,,,,0.5361242693739876,0.5352672439434896,0.5277498943348577,0.5037734891375316,0.47980294626293984,0.4533781177523631,0.45127575838676215,0.4384615728614763,0.9122381875200236,0.520508342787583,0.5070383845972674,0.8695179690368453,0.9974169726541134,0.9999162038155035,0.9998951510535669,0.9996130153770014,0.9994919000759781
Bordetella trematum,123899,,,,,,,,,,,,,,,,,,0.345,0.315,0.35000000000000003,0.5166666666666666
Borrelia hermsii,140,,,,,,,,,,,,,,,,,0.39,0.4,0.28500000000000003,0.255,0.255
Borrelia mayonii,1674146,,,,,,,,,,,,,,,,,,,0.095,0.065,0.065
Borrelia miyamotoi,47466,,,,,,,,,,,,,,,,0.3925,0.4709999999999999,0.394,0.9789999999999999,0.9670000000000002,0.9690000000000001
Borrelia turicatae,142,,,,,,,,,,,,,,,,,,0.38,0.265,0.235,0.23
Borreliella afzelii,29518,,,,,,,,,,,,,0.5075000000000001,0.4366666666666666,0.425,0.44166666666666665,0.66,0.5616666666666666,0.49,0.4366666666666666,0.4366666666666666
Borreliella bavariensis,664662,,,,,,0.74,0.74,0.73,0.67,0.61,0.57,0.4,0.31,0.11,0.11,0.03,0.03,0.02,0.02,0.005,0.005
Borreliella burgdorferi,139,,,,,,,,,,0.7358333333333332,0.6858333333333333,0.9366666666666666,0.8916666666666666,0.8615,0.9118333333333333,0.8728333333333333,0.8226666666666667,0.7528333333333334,0.8931666666666667,0.8723333333333334,0.8723333333333334
Borreliella garinii,29519,,,,,,,,,,,,,0.2025,0.37833333333333335,0.3283333333333333,0.7050000000000001,0.6133333333333334,0.725,0.6716666666666667,0.73,0.7266666666666667
Brachyspira hyodysenteriae,159,,,,,,,,,,,0.72,0.6950000000000001,0.595,0.56,0.55,0.5,0.405,0.42,0.4033333333333333,0.5433333333333333,0.54
Brachyspira pilosicoli,52584,,,,,,,,,,,,0.595,0.56,0.8133333333333334,0.8133333333333334,0.7966666666666667,0.7266666666666666,0.64,0.6366666666666667,0.6066666666666667,0.6066666666666667
Bradyrhizobium diazoefficiens,1355477,,,,,,0.9199999999999999,0.89,0.745,0.72,0.655,0.65,0.6,0.565,0.5425,0.4825,0.37,0.4266666666666667,0.6966666666666667,0.68,0.7566666666666667,0.755
Brevibacillus brevis,1393,,,,,,,,,,,0.6425,0.63,0.5900000000000001,0.5475,0.5125,0.4825,0.45,0.4425,0.43,0.7233333333333333,0.7266666666666666
Brevibacillus laterosporus,1465,,,,,,,,,,,,,,,,0.6283333333333333,0.61,0.5883333333333333,0.5125,0.78625,0.79
Brevibacterium aurantiacum,273384,,,,,,,,,,,,,,,,,,0.5,0.49,0.7372222222222223,0.8133333333333335
Brevundimonas naejangsanensis,588932,,,,,,,,,,,,,,,,,,0.03,0.02,0.015,0.01
Brochothrix thermosphacta,2756,,,,,,,,,,,,,,,,,,0.7655555555555557,0.9222222222222222,0.9211111111111111,0.9211111111111111
Brucella abortus,235,,,,,,,0.9220833333333333,0.9220833333333333,0.79875,0.7534166666666666,0.6275833333333333,0.6269166666666666,0.4325833333333334,0.4325833333333334,0.4325833333333334,0.7441666666666666,0.7794166666666666,0.7637499999999999,0.009916666666666667,0.007833333333333335,0.007833333333333335
Brucella canis,36855,,,,,,,,,0.02,0.02,0.006666666666666667,0.006666666666666667,0.0025,0.0025,0.0025,0.0008333333333333334,0.0008333333333333334,0.0008333333333333334,0.0008333333333333334,0.0025,0.0025
Brucella melitensis,29459,,,0.9976987179487179,0.9965384615384616,0.9949294871794871,0.5226442307692307,0.20346794871794874,0.20246794871794874,0.0972820512820513,0.05620192307692308,0.3960282051282052,0.3960282051282052,0.6204948717948717,0.6200615384615384,0.6199076923076923,0.01431794871794872,0.015448717948717949,0.02347948717948718,0.9977564102564103,0.9985512820512821,0.9988717948717948
Brucella pinnipedialis,120576,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brucella suis,29461,,,,,,0.54,0.20400000000000004,0.2006666666666667,0.328,0.251,0.056749999999999995,0.056749999999999995,0.042124999999999996,0.042124999999999996,0.041499999999999995,0.30225,0.265375,0.28200000000000003,0.0085,0.007875,0.007875
Buchnera aphidicola,9,,,,0.3063541666666667,0.2974404761904762,0.48328571428571426,0.4300595238095239,0.49205952380952384,0.3279166666666667,0.24759523809523812,0.36770238095238095,0.4111190476190476,0.44065476190476194,0.4241904761904761,0.4193690476190476,0.5355833333333333,0.4837619047619047,0.4653690476190476,0.45948809523809525,0.43414285714285716,0.43286904761904765
Burkholderia ambifaria,152480,,,,,,,,0.61,0.39,0.1225,0.1225,0.1225,0.1175,0.1075,0.07500000000000001,0.035,0.085,0.0475,0.042499999999999996,0.0275,0.0275
Burkholderia cenocepacia,95486,,,,,,,,0.7349666666666667,0.5479666666666667,0.8529666666666668,0.8529666666666668,0.8473666666666666,0.8435666666666666,0.7908000000000001,0.6877000000000001,0.5641999999999999,0.4820666666666667,0.6895,0.7468,0.7796333333333333,0.7788333333333334
Burkholderia cepacia,292,,,,,,,,,,,,,,0.0011111111111111111,0.0,0.11666666666666667,0.17875000000000002,0.2522916666666667,0.2325,0.28041666666666665,0.28041666666666665
Burkholderia gladioli,28095,,,,,,,,,,,,,0.4166666666666667,0.37833333333333335,0.245,0.135,0.22875,0.16999999999999998,0.50375,0.68875,0.68875
Burkholderia glumae,337,,,,,,,,,,,,,0.46,0.44,0.36,0.27,0.25,0.22,0.21,0.2,0.2
Burkholderia lata,482957,,,,,,,0.735,0.515,0.265,0.065,0.06,0.055,0.055,0.055,0.04,0.015,0.015,0.0075,0.0075,0.0075,0.0075
Burkholderia mallei,13373,,,,,,,0.14455555555555555,0.14427777777777778,0.6064,0.6051333333333333,0.6051333333333333,0.6051333333333333,0.6051333333333333,0.3756666666666667,0.09046666666666667,0.04888888888888889,0.05124444444444445,0.05124444444444445,0.05884444444444444,0.055400000000000005,0.055400000000000005
Burkholderia multivorans,87883,,,,,,,,,0.34541666666666665,0.5730000000000001,0.5730000000000001,0.5716666666666667,0.5690000000000002,0.5223333333333333,0.418,0.3293333333333333,0.41966666666666663,0.5509999999999999,0.4746666666666667,0.615,0.6143333333333333
Burkholderia oklahomensis,342113,,,,,,,,,,,,,,,,0.13,0.13999999999999999,0.26499999999999996,0.25,0.2383333333333333,0.2383333333333333
Burkholderia plantarii,41899,,,,,,,,,,,,,,,,,0.115,0.09,0.065,0.05500000000000001,0.05500000000000001
Burkholderia pseudomallei,28450,,,,,,0.9612045454545455,0.8886269480519481,0.8753214285714286,0.5487743506493505,0.5414,0.5408324675324675,0.5404506493506493,0.5402168831168831,0.7460665584415584,0.9598957792207792,0.9863162337662338,0.9878428571428571,0.9871844155844155,0.9898529220779221,0.9894370129870129,0.9894370129870129
Burkholderia pyrrocinia,60550,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Burkholderia stabilis,95485,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Burkholderia thailandensis,57975,,,,,,,0.5927083333333333,0.57375,0.21000000000000002,0.1897916666666667,0.18770833333333334,0.18687499999999999,0.18416666666666667,0.15666666666666668,0.12730000000000002,0.4600666666666666,0.5042666666666666,0.5976333333333332,0.5365333333333333,0.6151666666666666,0.6151666666666666
Burkholderia ubonensis,101571,,,,,,,,,,,,,,,,,0.041666666666666664,0.27125,0.21625,0.18374999999999997,0.18374999999999997
Burkholderia vietnamiensis,60552,,,,,,,,,,,,,,,,,0.08333333333333333,0.41375,0.3425,0.43499999999999994,0.43499999999999994
Campylobacter coli,195,,,,,,,,,,,,,,,0.5856666666666667,0.7054166666666666,0.7406666666666666,0.7855833333333333,0.7841666666666667,0.7682500000000001,0.7682500000000001
Campylobacter concisus,199,,,,,,,,,,,,,,,,,0.125,0.29333333333333333,0.26999999999999996,0.44333333333333336,0.44333333333333336
Campylobacter fetus,196,,,,,,,,0.8561111111111112,0.79,0.7200000000000001,0.6844444444444444,0.6566666666666667,0.6294444444444446,0.6038888888888888,0.5916666666666667,0.8179166666666667,0.85875,0.90375,0.8954166666666667,0.89875,0.8995833333333334
Campylobacter hyointestinalis,198,,,,,,,,,,,,,,,,,,0.185,0.17,0.14500000000000002,0.14500000000000002
Campylobacter iguaniorum,1244531,,,,,,,,,,,,,,,,0.6599999999999999,0.59,0.7466666666666667,0.7366666666666667,0.7100000000000001,0.7066666666666667
Campylobacter insulaenigrae,260714,,,,,,,,,,,,,,,,,0.34,0.24,0.23,0.3725,0.3725
Campylobacter jejuni,197,,,,,0.9092414361001318,0.892253905514775,0.9174866495823017,0.9087244668375103,0.9463237776716038,0.9213896248678857,0.9083092993962559,0.9417010786315135,0.9334245754245754,0.9325897059462276,0.9440284758719543,0.9588926233187103,0.9624312614921312,0.9774904284121677,0.987964033068381,0.9914793612184918,0.9915365040756345
Campylobacter lari,201,,,,,,,,,,,0.26,0.22166666666666668,0.18833333333333335,0.14,0.13,0.105,0.72125,0.680625,0.645,0.65375,0.6512500000000001
Campylobacter pinnipediorum,1965231,,,,,,,,,,,,,,,,,,,0.7166666666666667,0.665,0.665
Campylobacter sputorum,206,,,,,,,,,,,,,,,,,,,0.5750000000000001,0.5216666666666667,0.5233333333333333
