Species Name,Taxonomy ID,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Actinobacillus pleuropneumoniae,715,,,,,,,,,0.017809758560968773,0.027162065049951133,0.03136523198986063,0.033423212160280324,0.03559650419789997,0.037261836299952306,0.036331804249169895,0.0485386443980464,0.04118252056394799,0.04331281565541544,0.03287011476165613,0.022251092357704824,0.022251092357704824
Actinobacillus suis,716,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.020000000000000018,0.0,0.0
Actinosynnema pretiosum,42197,,,,,,,,,,,,,,,,,,,0.0,0.010000000000000002,0.005000000000000001
Aerococcus urinae,1376,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.024999999999999994,0.034999999999999976,0.03499999999999999,0.029999999999999985
Aerococcus urinaeequi,51665,,,,,,,,,,,,,,,,,,0.014999999999999958,0.019999999999999962,0.024999999999999967,0.020000000000000018
Aeromonas caviae,648,,,,,,,,,,,,,,,,,,,,0.061824123303304675,0.11575836902790225
Aeromonas hydrophila,644,,,,,,,,0.07882764029831164,0.05407021862048153,0.06733347514424012,0.07342357137413935,0.08090065924741693,0.08240780833755985,0.07715248024745111,0.14954737636541063,0.10939477948137095,0.07872444206075885,0.07072840070768366,0.08774928932918931,0.10305469960710724,0.10399329038185319
Aeromonas salmonicida,645,,,,,,,,,0.025341418665891586,0.039607448794387136,0.038160843806184355,0.04026604235167228,0.05635175980688917,0.07343151571362257,0.08923284148787373,0.12083045973594572,0.10230927377320202,0.08919781387455636,0.025982900359873457,0.037894590642992866,0.04282263160733793
Aeromonas veronii,654,,,,,,,,,,,,,0.013966450099973922,0.003142696805273565,0.03878557705712679,0.019309052441091948,0.010304020550550784,0.17589996762680518,0.11861102979440356,0.08093528793630955,0.0818482250537203
Aggregatibacter actinomycetemcomitans,714,,,,,,,,,,,,,,,,0.04242640687119283,0.04478342947514805,0.0204633819296811,0.021213203435596392,0.02598076211353313,0.02598076211353313
Aggregatibacter aphrophilus,732,,,,,,,,,,,0.07999999999999996,0.09499999999999997,0.09500000000000003,0.09000000000000002,0.10500000000000004,0.12,0.12657891697365017,0.15300286449347894,0.15903256906901606,0.07646511348482335,0.07646511348482335
Agrobacterium fabrum,1176649,,,,,,,,,0.040000000000000036,0.04499999999999999,0.03999999999999998,0.04999999999999999,0.04999999999999999,0.05499999999999999,0.040000000000000036,0.015000000000000013,0.014999999999999986,0.009999999999999981,0.014999999999999986,0.02449489742783178,0.02449489742783178
Agrobacterium tumefaciens,358,,,,,,,,,,,0.01224744871391589,0.01224744871391589,0.008660254037844387,0.008660254037844387,0.008660254037844387,0.008660254037844387,0.35758740190336685,0.3132391259086259,0.3179917451758772,0.24085647178350844,0.24164304252347094
Akkermansia muciniphila,239935,,,,,,,,,,0.005789717897560588,0.006985476003823958,0.006693046765113803,0.009620128637393553,0.011302884956210646,0.01507774988738924,0.013567731325956196,0.015689699381016425,0.03420412073128032,0.059139157924339776,0.0339433515008626,0.012903487900563932
Alcaligenes faecalis,511,,,,,,,,,,,,,,,,,0.2125,0.2175,0.1878533707147383,0.05035675197166516,0.05135809888408696
Alicyclobacillus acidocaldarius,405212,,,,,,,,,,,0.0,0.0,0.01999999999999999,0.015000000000000013,0.009999999999999995,0.024999999999999994,0.020000000000000004,0.015,0.0049999999999999906,0.015,0.01999999999999999
Aliivibrio salmonicida,40269,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04499999999999999,0.04499999999999999
Alteromonas macleodii,28108,,,,,,,,,,,,,,0.1518925744289913,0.18283787217094824,0.18659782956937093,0.1962154959052249,0.1657872632823965,0.1709303586259621,0.18574175621006708,0.18364367672206958
Alteromonas mediterranea,314275,,,,,,,,,,,,,,0.03799999999999998,0.04490903013486621,0.04550464635074284,0.0455216676124922,0.020002468983405467,0.020002468983405467,0.020138409955990918,0.020138409955990918
Alteromonas stellipolaris,233316,,,,,,,,,,,,,,,,,0.030000000000000027,0.03894440481849306,0.035197853469904776,0.035197853469904776,0.035197853469904776
Aminobacter sp. MSH1,374606,,,,,,,,,,,,,,,,,,,,0.03999999999999998,0.03999999999999998
Amycolatopsis mediterranei,33910,,,,,,,,,,,,0.04898979485566356,0.05760859310901456,0.004330127018922197,0.0050000000000000044,0.011180339887498923,0.025495097567963948,0.025495097567963948,0.03418698582794334,0.042646805273079944,0.044930501889028564
Anaeromyxobacter dehalogenans,161493,,,,,,,,0.0,0.0,0.0,0.04000000000000001,0.024999999999999994,0.015,0.010000000000000009,0.0,0.0,0.009999999999999998,0.015000000000000001,0.01,0.005,0.005
Anaplasma marginale,770,,,,,,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.0,0.0,0.0,0.010000000000000009,0.010000000000000009
Anaplasma phagocytophilum,948,,,,,,,,0.0050000000000000044,0.010000000000000009,0.025000000000000022,0.025000000000000022,0.025000000000000022,0.020000000000000018,0.015000000000000013,0.006236095644623242,0.0023570226039551605,0.010801234497346443,0.013123346456686365,0.021602468994692887,0.020548046676563275,0.020548046676563275
Anoxybacillus flavithermus,33934,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044,0.010000000000000009,0.08500000000000002
Arcanobacterium haemolyticum,28264,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000027,0.03500000000000003
Arcobacter butzleri,28197,,,,,,,,,0.0,0.0,0.0,0.0,0.0625,0.07749999999999999,0.19499999999999998,0.2225,0.2025,0.1675,0.0025000000000000022,0.015000000000000013,0.017500000000000016
Arcobacter cryaerophilus,28198,,,,,,,,,,,,,,,,,,,,0.01,0.01
Arcobacter skirrowii,28200,,,,,,,,,,,,,,,,,,,,0.009999999999999995,0.009999999999999995
Arthrobacter alpinus,656366,,,,,,,,,,,,,,,,,0.012472191289246471,0.012472191289246473,0.012472191289246473,0.012472191289246473,0.012472191289246473
Asticcacaulis excentricus,78587,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049999999999999975,0.0049999999999999975
Azoarcus communis,41977,,,,,,,,,,,,,,,,,,,,0.010000000000000002,0.010000000000000002
Azospirillum brasilense,192,,,,,,,,,,,,,,,,0.0,0.03,0.020000000000000004,0.03,0.019999999999999997,0.019999999999999997
Azospirillum lipoferum,193,,,,,,,,,,,,0.0,0.030000000000000006,0.02500000000000001,0.0049999999999999975,0.0050000000000000044,0.005000000000000001,0.005000000000000001,0.005000000000000001,0.015,0.015
Azotobacter chroococcum,353,,,,,,,,,,,,,,,,,0.0,0.0,0.02500000000000001,0.035,0.035
Azotobacter vinelandii,354,,,,,,,,,,,0.0050000000000000044,0.0050000000000000044,0.014999999999999958,0.03500000000000003,0.047842333648024454,0.024944382578492925,0.0374165738677394,0.038586123009300734,0.030912061651652372,0.04082482904638631,0.04496912521077349
Bacillus altitudinis,293387,,,,,,,,,,,,,,,,,0.2075786330258702,0.030912061651652348,0.02867441755680876,0.0793025150224688,0.0668331255192114
Bacillus amyloliquefaciens,1390,,,,,,,,,,,,0.22527618851336934,0.06339168462040068,0.04830845336653479,0.17604936176475552,0.1326108276308472,0.11569828791801759,0.09599399158152079,0.08453049416893553,0.06895711317036209,0.07482245652208969
Bacillus anthracis,1392,,,,,0.010561884894654283,0.026573525447727488,0.09281140812868151,0.12144826376844656,0.1210602922209305,0.12741874559433067,0.09804921418665441,0.15148906980902926,0.17862990817272997,0.18641637683090487,0.17791020614259637,0.1818922329631476,0.03487284325523743,0.024081263829871222,0.03868851067673204,0.03765967301842521,0.03895040133651971
Bacillus atrophaeus,1452,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.2475,0.225
Bacillus cellulasensis,1049581,,,,,,,,,,,,,,,,,0.035590260840104374,0.1429063407348401,0.11145502331533659,0.10208928554075704,0.10402991022884825
Bacillus cereus,1396,,,,,,0.18773512710033063,0.2547068354794842,0.25298729828612676,0.24734985134119047,0.050935360573358714,0.09197578108139193,0.13415458434366548,0.18590369722864256,0.19179707467249418,0.21518103044737782,0.2194676313648552,0.12717139220534668,0.10656483713405969,0.1501785147130354,0.15796604394820954,0.1541616276171973
Bacillus circulans,1397,,,,,,,,,,,,,,,,,,,,0.025000000000000022,0.025000000000000022
Bacillus clausii,79880,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999999999997,0.09999999999999998,0.10249999999999998
Bacillus coagulans,1398,,,,,,,,,,,,,0.02867441755680878,0.03082207001484491,0.030641293851417086,0.026770630673681708,0.049164901098242834,0.05420951830629007,0.05845671475544962,0.039424571969775404,0.03890593624371479
Bacillus cytotoxicus,580165,,,,,,,,,0.01749779527558181,0.04698962323064556,0.046948553403344244,0.040977636177147524,0.05511351921262151,0.023147407395555167,0.025141574442188362,0.021829869671542785,0.054794791137502,0.05209203630991576,0.046963342678684565,0.002499999999999984,0.0029755951785595002
Bacillus glycinifermentans,1664069,,,,,,,,,,,,,,,,,,0.0,0.004999999999999977,0.0025000000000000022,0.09250000000000003
Bacillus licheniformis,1402,,,,,,0.017517775229166255,0.016578046708012998,0.017102929692939504,0.01407994666038131,0.012348808089224252,0.01257357124597271,0.013477115902938023,0.012076085323261602,0.005277290584984628,0.023768028603009334,0.02116215335673282,0.11077457897432413,0.3309091989642834,0.027097345302611847,0.041038558275189464,0.04074159485121326
Bacillus megaterium,1404,,,,,,,,,,,,0.0340342964277702,0.043493294502332955,0.04639055219905593,0.03714414489525905,0.047527404375440785,0.010897247358851694,0.018157298807917423,0.045282676967393756,0.05315562842572115,0.05244044240850758
Bacillus mycoides,1405,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500000000000001,0.061666666666666675,0.09333333333333332,0.09333333333333332,0.09166666666666667
Bacillus paralicheniformis,1648923,,,,,,,,,,,,,,,0.1709349291397168,0.16561910366862875,0.047631397208144126,0.08619563504029659,0.0501597448159378,0.1255547689257561,0.11651609330903608
Bacillus pumilus,1408,,,,,,,,,,,,,,,,0.11367052236319225,0.07141428428542851,0.12938690900636823,0.19669270660940466,0.21654483754332882,0.18256420103623822
Bacillus safensis,561879,,,,,,,,,,,,,,,,,,0.0050000000000000044,0.23366642891095846,0.22268285592067397,0.2154295164159495
Bacillus subtilis,1423,,,,,,,,,,,0.02417288498804838,0.020698756440637404,0.02717668643777049,0.015194079683648354,0.0159269227824668,0.014228713348953453,0.014483689828121909,0.011503179029402663,0.010867433601636257,0.008384962988233364,0.008220067297280425
Bacillus thuringiensis,1428,,,,,,0.016902688225148788,0.018669896920454815,0.16237059812757473,0.14544585483726374,0.025332695023187288,0.004576941120735085,0.025619768287104164,0.15100738974007152,0.21500988290199088,0.14825348886772022,0.08567949770237106,0.07354645804904261,0.06560720706251495,0.07264885508474801,0.07860040741853243,0.06702829702946882
Bacillus vallismortis,72361,,,,,,,,,,,,,,,,,,,0.0,0.08485281374238571,0.07874007874011811
Bacillus velezensis,492670,,,,,,,,,0.012350619608149843,0.014223370910067427,0.013659364234565126,0.040687429791364436,0.04238678857287423,0.12024188546595634,0.27682882879771525,0.15570774880701585,0.05482918103501565,0.06369484079393065,0.004462552679491127,0.005812645531301748,0.002905932629027101
Bacteroides fragilis,817,,,,,,0.020548046676563275,0.03009245014211297,0.029439202887759478,0.029439202887759478,0.025495097567963948,0.024944382578492966,0.1082820391385386,0.1125555418449043,0.11346805717910217,0.11849973628662638,0.11993270682623099,0.08563792481527481,0.07640694231111028,0.0771362431027076,0.08417491708737622,0.08417491708737622
Bacteroides ovatus,28116,,,,,,,,,,,,,,,,,0.0,0.0050000000000000044,0.0050000000000000044,0.010000000000000009,0.010000000000000009
Bacteroides thetaiotaomicron,818,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.020000000000000018,0.010000000000000009,0.010000000000000009,0.010000000000000009
Bartonella apis,1686310,,,,,,,,,,,,,,,,,,,0.2425,0.25,0.2525
Bartonella bacilliformis,774,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.015000000000000013
Bartonella henselae,38323,,,,,,0.0050000000000000044,0.010000000000000009,0.010000000000000009,0.012500000000000011,0.0050000000000000044,0.007499999999999951,0.0050000000000000044,0.010000000000000009,0.0025000000000000022,0.007500000000000007,0.01471960144387972,0.01649915822768608,0.02718251071716679,0.018708286933869674,0.024608038433722307,0.024608038433722307
Bartonella quintana,803,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06000000000000005,0.06000000000000005
Bartonella vinsonii,33047,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044
Bdellovibrio bacteriovorus,959,,,,,,0.29000000000000004,0.2775,0.26999999999999996,0.265,0.2475,0.23750000000000002,0.22999999999999998,0.205,0.1708963298481145,0.15472197287033568,0.2076455312947203,0.19510680835549196,0.1733173069514089,0.198158185969358,0.18512758363415815,0.18966344461235068
Beggiatoa leptomitoformis,288004,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.025000000000000022,0.025000000000000022
Bibersteinia trehalosi,47735,,,,,,,,,,,,,,,0.07874007874011812,0.05385164807134505,0.060156047077579836,0.06422616289332567,0.05804093383121947,0.06103277807866849,0.05804093383121947
Bifidobacterium adolescentis,1680,,,,,,,,0.05833333333333335,0.06666666666666671,0.020000000000000018,0.015000000000000013,0.021666666666666667,0.031666666666666676,0.02999999999999997,0.023333333333333373,0.0997775303139718,0.11551281260770688,0.12139111363331258,0.13141912971223402,0.04166296279833928,0.04166296279833928
Bifidobacterium animalis,28025,,,,,,,,,,,0.060111701767146836,0.0226471784970568,0.022186815557454363,0.013175146670755452,0.013119731206803585,0.019542717905379824,0.018412368907834393,0.01963984103828418,0.015214532377462436,0.015158240164938637,0.01534825952004931
Bifidobacterium asteroides,1684,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.024999999999999967,0.015000000000000013,0.015000000000000013
Bifidobacterium bifidum,1681,,,,,,,,,,,,0.12544365711789143,0.12778766568022126,0.04934818188703165,0.05230121094837736,0.06731327052586947,0.033174098832271744,0.036893239368631064,0.024731193752919538,0.02944804747347433,0.02944804747347433
Bifidobacterium breve,1685,,,,,,,,,,,,,0.12477029561023997,0.12680748313004947,0.1266508367301395,0.06720136407345714,0.06988097817797854,0.07112677258091907,0.030873289426298585,0.03201421559245203,0.03201421559245203
Bifidobacterium dentium,1689,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09500000000000003,0.09750000000000003
Bifidobacterium kashiwanohense,630129,,,,,,,,,,,,,,,,0.0,0.0050000000000000044,0.0050000000000000044,0.0049999999999999975,0.005000000000000001,0.005000000000000001
Bifidobacterium longum,216816,,,,,,,0.04654140554984943,0.052823079972468275,0.04806498783475927,0.08526820431243214,0.09179324593890337,0.044069389729279325,0.011284207253207147,0.011897712198383162,0.01323295549418612,0.012498888839501785,0.017419656840605216,0.01617267929427761,0.01939644870130153,0.01740370330960882,0.0174515201502779
Bifidobacterium pseudocatenulatum,28026,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.034999999999999976,0.034999999999999976
Bifidobacterium pseudolongum,1694,,,,,,,,,,,,,,,,0.09500000000000001,0.10499999999999998,0.085,0.09030811456096043,0.09092121131323905,0.09092121131323905
Blastochloris viridis,1079,,,,,,,,,,,,,,,,,0.0,0.1175,0.1275,0.11,0.1175
Blattabacterium cuenoti,1653831,,,,,,,,,,,,,,,0.215,0.185,0.13,0.09201449161228174,0.09201449161228173,0.0993310961716756,0.09672412085697939
Blattabacterium punctulatus,164514,,,,,,,,,,,,,0.026770630673681673,0.026770630673681694,0.025193694096384958,0.030641293851417062,0.023213980461973538,0.03091206165165235,0.025495097567963924,0.08237443095402842,0.08227241335952165
Bordetella avium,521,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1775
Bordetella bronchialis,463025,,,,,,,,,,,,,,,,,,0.04000000000000001,0.04500000000000001,0.03499999999999999,0.015
Bordetella bronchiseptica,518,,,,,0.08294152684271007,0.08043825271598083,0.07240025466115434,0.07084405556102313,0.08528139695541266,0.07566717143737654,0.07317306112907945,0.07697740469341205,0.10232263618085687,0.2609551898528004,0.2639294939520359,0.20046847909611903,0.022696059374065602,0.02464751508773248,0.03466907042948288,0.007207249436813216,0.03178748880368572
Bordetella hinzii,103855,,,,,,,,,,,,,,,,,0.012500000000000011,0.04250000000000001,0.2445744603728416,0.19686430746977865,0.0641612551830672
Bordetella holmesii,35814,,,,,,,,,,,,,,,,0.101651091703161,0.11473350765045832,0.05214403129793476,0.04929953797394502,0.0157091622239309,0.0157091622239309
Bordetella parapertussis,519,,,,,0.170898361607126,0.170898361607126,0.16057351639254425,0.14980716771903807,0.14573851083933395,0.13441423845709205,0.13441423845709205,0.11902599505990279,0.09446119132567969,0.0853210847329076,0.07428215493418769,0.009901862198596787,0.010006508298769024,0.022973414586817037,0.023953658964295577,0.046654760385909884,0.0757965112067245
Bordetella pertussis,520,,,,,0.049006480732855975,0.04860652152374189,0.046128263045240245,0.039260634444697996,0.040303829066250345,0.03862828398915106,0.039038369655269564,0.032291314099898376,0.007120118990386845,0.2963026565305272,0.2898684053751176,0.1247028913215579,0.0010172253670563153,0.00011661024115083424,0.0001538293957360162,0.0002528365206430898,0.00032596389338169086
Bordetella trematum,123899,,,,,,,,,,,,,,,,,,0.014999999999999986,0.025000000000000022,0.1986621923433512,0.06018490028422595
Borrelia hermsii,140,,,,,,,,,,,,,,,,,0.0,0.03,0.04500000000000001,0.02500000000000001,0.02500000000000001
Borrelia mayonii,1674146,,,,,,,,,,,,,,,,,,,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044
Borrelia miyamotoi,47466,,,,,,,,,,,,,,,,0.1793564885918544,0.0751265598839718,0.04586937976471886,0.014966629547095779,0.019390719429665335,0.02200000000000002
Borrelia turicatae,142,,,,,,,,,,,,,,,,,,0.0,0.0050000000000000044,0.0049999999999999906,0.0
Borreliella afzelii,29518,,,,,,,,,,,,,0.1225,0.24689178916188276,0.24190218408825223,0.2515397030733364,0.06683312551921142,0.09715394427859778,0.11430952132988166,0.12256517540566823,0.12256517540566823
Borreliella bavariensis,664662,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005
Borreliella burgdorferi,139,,,,,,,,,,0.067838656629781,0.05149838185160126,0.0406201920231798,0.11059435388441449,0.14553006562219367,0.07312166421641249,0.1012527091544276,0.12453290506707233,0.12252392056701057,0.04902493696522663,0.04706496691926078,0.04706496691926078
Borreliella garinii,29519,,,,,,,,,,,,,0.022500000000000006,0.19984716382498124,0.19210818711225078,0.12864680330268605,0.10490736654570812,0.14905256343540915,0.1556884353087566,0.12020815280171307,0.11549410759380276
Brachyspira hyodysenteriae,159,,,,,,,,,,,0.020000000000000018,0.04499999999999999,0.0050000000000000044,0.009999999999999953,0.010000000000000009,0.020000000000000018,0.035,0.14236104336041747,0.13960261060914614,0.020548046676563226,0.024494897427831758
Brachyspira pilosicoli,52584,,,,,,,,,,,,0.0050000000000000044,0.019999999999999962,0.016996731711975913,0.016996731711975913,0.02054804667656323,0.02867441755680878,0.04898979485566356,0.044969125210773474,0.04496912521077347,0.04496912521077347
Bradyrhizobium diazoefficiens,1355477,,,,,,0.019999999999999962,0.030000000000000027,0.025000000000000022,0.020000000000000018,0.0050000000000000044,0.010000000000000009,0.030000000000000027,0.014999999999999958,0.022499999999999964,0.0025000000000000022,0.0,0.13695092389449423,0.08730533902472527,0.09273618495495707,0.037932688922470176,0.03937003937005909
Brevibacillus brevis,1393,,,,,,,,,,,0.0675,0.06999999999999995,0.07,0.08249999999999999,0.06749999999999998,0.08749999999999997,0.09000000000000002,0.07750000000000001,0.2006655592438988,0.11085526098877262,0.11469767022723504
Brevibacillus laterosporus,1465,,,,,,,,,,,,,,,,0.27887671509507966,0.2760434748368452,0.27959295810556856,0.3478056210011563,0.22922082693333082,0.2279254264008296
Brevibacterium aurantiacum,273384,,,,,,,,,,,,,,,,,,0.05000000000000002,0.05000000000000002,0.023425742935897803,0.04714045207910316
Brevundimonas naejangsanensis,588932,,,,,,,,,,,,,,,,,,0.0,0.0,0.005,0.0
Brochothrix thermosphacta,2756,,,,,,,,,,,,,,,,,,0.07856742013183865,0.03247030932489431,0.04166296279833928,0.04166296279833928
Brucella abortus,235,,,,,,,0.042120445681930345,0.042120445681930345,0.13211618939403302,0.3633582178022735,0.35054683472160086,0.3498912132522209,0.3186870199218454,0.3186870199218454,0.3186870199218454,0.31199537033602137,0.30054482934238685,0.297468252274274,0.0037305048809332317,0.0035590260840104374,0.0035590260840104374
Brucella canis,36855,,,,,,,,,0.0282842712474619,0.0282842712474619,0.009428090415820633,0.009428090415820633,0.0027638539919628336,0.0027638539919628336,0.0027638539919628336,0.0014433756729740645,0.0014433756729740645,0.0014433756729740645,0.0014433756729740645,0.004330127018922193,0.004330127018922193
Brucella melitensis,29459,,,0.0008763784108481205,0.0011027131682178036,0.0005565859937528229,0.017995589840242084,0.18162416253127606,0.17989239092475057,0.022101634521471705,0.03750818273095133,0.329301464412426,0.329301464412426,0.3256004292886079,0.3252951268508732,0.32549351336890475,0.013276710142789425,0.014650466218546623,0.018590959465100358,0.0021749575857177785,0.0015990217259147564,0.0012414070191702634
Brucella pinnipedialis,120576,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brucella suis,29461,,,,,,0.011430952132988174,0.24469300494020393,0.23997962876507298,0.3647492289231055,0.375873648983272,0.07184488499538433,0.07184488499538433,0.041046277236797005,0.041046277236797005,0.04005308976845606,0.35100311608303425,0.3545933189937453,0.346847949395697,0.007533259586659682,0.007486446086094523,0.007486446086094523
Buchnera aphidicola,9,,,,0.047514046716909585,0.1790466217044158,0.2557386771199396,0.23517954616471298,0.2067191328508837,0.16927418586423626,0.14085804436428728,0.08421229988099818,0.1028051455870944,0.09121951856315305,0.09189928431739763,0.08907352246110017,0.18118046558917741,0.17027831026835394,0.16100671983553838,0.15862609703996225,0.1356926758066687,0.13665958584610197
Burkholderia ambifaria,152480,,,,,,,,0.0,0.0,0.01750000000000001,0.01750000000000001,0.01750000000000001,0.012500000000000004,0.012499999999999997,0.0049999999999999975,0.005000000000000001,0.05500000000000001,0.022500000000000003,0.017499999999999998,0.0024999999999999988,0.0024999999999999988
Burkholderia cenocepacia,95486,,,,,,,,0.1388044347674494,0.14657263652461797,0.09343021162581429,0.09343021162581429,0.09965475960088965,0.1015589374588853,0.11669001671094234,0.10479633157277554,0.13528695428606557,0.12260404198520988,0.09276852914647296,0.061493125180335756,0.08186427792389056,0.08300200800783876
Burkholderia cepacia,292,,,,,,,,,,,,,,0.0015713484026367726,0.0,0.15149257407543115,0.1135988006098656,0.19429124669337697,0.19904459299363045,0.2449670471036189,0.2449670471036189
Burkholderia gladioli,28095,,,,,,,,,,,,,0.012472191289246459,0.023213980461973528,0.017795130420052187,0.026770630673681683,0.13362143353519298,0.10068515282801134,0.09023407061636973,0.08294388163089546,0.08294388163089546
Burkholderia glumae,337,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.0,0.020000000000000004,0.020000000000000004
Burkholderia lata,482957,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0075,0.0075,0.0075
